sample,path,cellpose_path
b2r0_cellpose3d,/ourdisk/hpc/lilab/babiddy/dont_archive/alex_vizgen/shared_data_vizgen/20220426/analyzed_data/MsTestis_B2_VS19_PNA-Aux4_Cellbound_QC_V6_BP_3-29-2022/region_0,/ourdisk/hpc/lilab/babiddy/dont_archive/alex_vizgen/shared_data_vizgen/segmentation/b2r0-051223
